1.129.97.46,Mozilla/5.0 (Linux; U; Android 4.2.2; en-au; SM-T315 Build/JDQ39) AppleWebKit/534.30 (KHTML, like Gecko) Version/4.0 Safari/534.30,AU,-33.8591,151.2002,29993,
1.129.97.62,Mozilla/5.0 (Windows NT 6.3; WOW64; rv:48.0) Gecko/20100101 Firefox/48.0,AU,-33.8591,151.2002,45280,
1.132.96.125,Mozilla/5.0 (iPhone; CPU iPhone OS 9_3_4 like Mac OS X) AppleWebKit/601.1.46 (KHTML, like Gecko) Version/9.0 Mobile/13G35 Safari/601.1,AU,-27.1281,153.0524,7382,
1.132.96.203,Mozilla/5.0 (iPhone; CPU iPhone OS 9_3_1 like Mac OS X) AppleWebKit/601.1.46 (KHTML, like Gecko) Version/9.0 Mobile/13E238 Safari/601.1,AU,-27.1281,153.0524,41620,
1.132.97.60,Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/52.0.2743.116 Safari/537.36,AU,-27.556,153.1038,40035,
1.136.97.40,Mozilla/5.0 (iPhone; CPU iPhone OS 9_2 like Mac OS X) AppleWebKit/601.1.46 (KHTML, like Gecko) Version/9.0 Mobile/13C75 Safari/601.1,AU,-37.8071,144.9516,37765,
1.136.97.67,Mozilla/5.0 (Linux; Android 5.1.1; SAMSUNG SM-G800Y Build/LMY47X) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/3.3 Chrome/38.0.2125.102 Mobile Safari/537.36,AU,-37.8071,144.9516,33266,
1.144.96.234,Mozilla/5.0 (iPad; CPU OS 9_3_5 like Mac OS X) AppleWebKit/601.1.46 (KHTML, like Gecko) Version/9.0 Mobile/13G36 Safari/601.1,AU,-33.8591,151.2002,4464,
1.144.96.77,Mozilla/5.0 (iPhone; CPU iPhone OS 9_2 like Mac OS X) AppleWebKit/601.1.46 (KHTML, like Gecko) Version/9.0 Mobile/13C75 Safari/601.1,AU,-33.8591,151.2002,25289,
1.144.97.41,Mozilla/5.0 (Linux; Android 6.0.1; SAMSUNG SM-N920I Build/MMB29K) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/4.0 Chrome/44.0.2403.133 Mobile Safari/537.36,AU,-33.8344,151.2268,41826,
1.152.96.14,Mozilla/5.0 (iPad; CPU OS 8_4 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) Version/8.0 Mobile/12H143 Safari/600.1.4,AU,-37.8071,144.9516,5244,
1.152.96.156,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:48.0) Gecko/20100101 Firefox/48.0,AU,-37.8071,144.9516,43719,
1.152.96.251,Mozilla/5.0 (Linux; Android 6.0.1; SM-N910G Build/MMB29M) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/52.0.2743.98 Mobile Safari/537.36,AU,-37.8071,144.9516,5206,
1.152.97.102,Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/52.0.2743.116 Safari/537.36,AU,-37.7333,145.15,6830,
1.152.97.25,Mozilla/5.0 (iPhone; CPU iPhone OS 9_2_1 like Mac OS X) AppleWebKit/601.1.46 (KHTML, like Gecko) Version/9.0 Mobile/13D15 Safari/601.1,AU,-37.7976,145.0538,47741,
1.161.13.16,Mozilla/5.0 (Linux; Android 4.3; ASUS_T00I Build/JSS15Q) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/53.0.2785.97 Mobile Safari/537.36,TW,25.0478,121.5318,37470,
1.161.27.235,Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/53.0.2785.116 Safari/537.36,TW,25.01427,121.46719,32977,
1.162.51.164,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/52.0.2743.116 Chrome/52.0.2743.116 Safari/537.36,TW,25.01427,121.46719,14339,
1.163.208.88,Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/52.0.2743.116 Safari/537.36,TW,25.0478,121.5318,34428,
1.164.141.85,Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Dragon/36.1.1.21 Chrome/36.0.1985.97 Safari/537.36,TW,25.0478,121.5318,1937,
1.164.73.87,Mozilla/5.0 (Windows NT 10.0; WOW64; rv:48.0) Gecko/20100101 Firefox/48.0,TW,25.0478,121.5318,8311,
1.168.54.202,Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/52.0.2743.116 Safari/537.36,TW,23.8211,120.6449,6001,
1.173.31.228,Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.112 Safari/537.36,TW,22.61626,120.31333,54450,
1.186.37.87,Mozilla/5.0 (Linux; U; Android 6.0; en-US; Lenovo A7000-a Build/MRA58K) AppleWebKit/534.30 (KHTML, like Gecko) Version/4.0 UCBrowser/11.0.0.828 U3/0.8.0 Mobile Safari/534.30,IN,19.25,73.15,6473,
1.186.38.82,Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/52.0.2743.116 Safari/537.36,IN,19.2,72.9667,33729,
1.186.98.212,Mozilla/5.0 (Linux; Android 5.1.1; SM-J500F Build/LMY48B) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/52.0.2743.98 Mobile Safari/537.36,IN,22.572,88.367,51737,
1.187.118.90,Mozilla/5.0 (Linux; U; Android 5.1.1; en-in; Redmi Note 3 Build/LMY47V) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/46.0.2490.85 Mobile Safari/537.36 XiaoMi/MiuiBrowser/2.1.1,IN,28.6014,77.1989,17656,
1.187.188.80,Mozilla/5.0 (Linux; U; Android 4.2.2; en-us; A550s IPS Build/JDQ39) AppleWebKit/534.30 (KHTML, like Gecko) Version/4.0 Mobile Safari/534.30,IN,22.572,88.367,40972,
1.187.196.224,Mozilla/5.0 (Linux; Android 4.1.2; GT-S7262 Build/JZO54K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/28.0.1500.94 Mobile Safari/537.36,IN,29.68333,76.98333,10588,
1.187.201.169,Mozilla/5.0 (Linux; U; Android 5.1; en-US; vivo Y15S Build/LMY47I) AppleWebKit/534.30 (KHTML, like Gecko) Version/4.0 UCBrowser/10.7.2.645 U3/0.8.0 Mobile Safari/534.30,IN,32.736,74.8656,56529,
1.187.207.245,Mozilla/5.0 (Linux; U; Android 5.0.2; en-US; Lenovo A6010 Build/LRX22G) AppleWebKit/534.30 (KHTML, like Gecko) Version/4.0 UCBrowser/11.0.0.828 U3/0.8.0 Mobile Safari/534.30,IN,32.736,74.8656,21281,
1.187.58.245,Mozilla/5.0 (iPhone; CPU iPhone OS 9_3_5 like Mac OS X) AppleWebKit/601.1.46 (KHTML, like Gecko) Version/9.0 Mobile/13G36 Safari/601.1,IN,18.5332,73.8626,54634,
1.187.84.143,Mozilla/5.0 (Linux; Android 5.1; XT1022 Build/LPCS23.13-34.8-3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/39.0.2171.93 Mobile Safari/537.36,IN,23.2667,77.4,35816,
1.187.86.94,Mozilla/5.0 (Linux; U; Android 5.0; en-US; Micromax A106 Build/LRX21M) AppleWebKit/534.30 (KHTML, like Gecko) Version/4.0 UCBrowser/10.10.0.796 U3/0.8.0 Mobile Safari/534.30,IN,23.1667,79.95,46224,
1.187.87.117,Mozilla/5.0 (Linux; Android 4.4.2; Spice Mi-358 Build/KOT49H) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/30.0.0.0 Mobile Safari/537.36,IN,22.7165,75.8307,16773,
1.187.87.135,Mozilla/5.0 (Linux; U; Android 5.0; en-US; Micromax A106 Build/LRX21M) AppleWebKit/534.30 (KHTML, like Gecko) Version/4.0 UCBrowser/10.10.0.796 U3/0.8.0 Mobile Safari/534.30,IN,23.2667,77.4,23406,
1.187.94.62,Mozilla/5.0 (Linux; U; Android 4.2.2; en-US; Micromax A46 Build/MicromaxA46) AppleWebKit/534.30 (KHTML, like Gecko) Version/4.0 UCBrowser/10.1.0.527 U3/0.8.0 Mobile Safari/534.30,IN,23.1667,79.95,30860,
1.194.17.238,Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/32.0.1653.0 Safari/537.36,CN,35.1903,113.8015,40830,
1.200.201.129,Mozilla/5.0 (Linux; Android 6.0.1; SM-G935F Build/MMB29K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/52.0.2743.98 Mobile Safari/537.36,TW,25.1283,121.7419,15261,
1.20.173.38,Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36,TH,13.5333,100.2833,2504,
1.20.175.155,Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/39.0.2171.99 Safari/537.36,TH,12.6667,101.2833,49903,
1.20.175.187,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko,TH,12.6667,101.2833,31729,
1.20.245.38,Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/39.0.2171.99 Safari/537.36,TH,15.9825,101.0622,30615,
1.20.34.63,Mozilla/5.0 (Linux; Android 5.1.1; SAMSUNG SM-J105B Build/LMY47V) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/3.5 Chrome/38.0.2125.102 Mobile Safari/537.36,TH,13.1604,101.1083,21038,
1.2.148.206,Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/52.0.2743.116 Safari/537.36,TH,16.295,102.6138,46539,
1.204.26.164,Mozilla/5.0 (Linux; Android 5.1; GN5001S Build/LMY47D; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/47.0.2526.100 Mobile Safari/537.36,CN,26.5833,106.7167,27608,
1.212.121.254,Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.112 Safari/537.36,KR,37.5985,126.9783,57014,
1.23.61.210,Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/52.0.2743.116 Safari/537.36,IN,28.66667,77.21667,17476,
1.232.207.82,Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.2; WOW64; Trident/6.0; .NET4.0E; .NET4.0C; .NET CLR 3.5.30729; .NET CLR 2.0.50727; .NET CLR 3.0.30729; BRI/2; SMJB),KR,37.5946,126.9712,51187,
1.235.201.62,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:48.0) Gecko/20100101 Firefox/48.0,KR,37.5985,126.9783,12873,
1.32.127.178,Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/53.0.2785.116 Safari/537.36,HK,6.1185,102.2489,49197,
1.32.41.53,Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/52.0.2743.116 Safari/537.36,HK,4.6124,101.076,23106,
1.32.72.28,Mozilla/5.0 (Linux; Android 4.3; SM-N9005 Build/JSS15J) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/52.0.2743.91 Mobile Safari/537.36,HK,5.9479,116.0827,10857,
1.32.74.177,Mozilla/5.0 (Linux; Android 5.0.2; SM-A500F Build/LRX22G) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/53.0.2785.124 Mobile Safari/537.36,HK,1.551,103.7096,24256,
1.32.77.0,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/52.0.2743.116 Safari/537.36,HK,4.5904,101.0807,48493,
1.32.77.0,Mozilla/5.0 (X11; Linux x86_64; rv:10.0) Gecko/20150101 Firefox/47.0 (Chrome),HK,4.5904,101.0807,33732,
1.38.4.14,Mozilla/5.0 (Linux; Android 5.1; P5 mini Build/LMY47I) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/46.0.2490.76 Mobile Safari/537.36,IN,28.46667,77.03333,40148,
1.39.11.87,Mozilla/5.0 (Linux; Android 6.0.1; XT1562 Build/MPD24.107-52) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/52.0.2743.98 Mobile Safari/537.36,IN,19.01441,72.84794,28851,
1.39.12.67,Mozilla/5.0 (Linux; U; Android 4.2.2; en-US; Karbonn Titanium S5 Plus Build/JDQ39) AppleWebKit/534.30 (KHTML, like Gecko) Version/4.0 UCBrowser/10.9.5.735 U3/0.8.0 Mobile Safari/534.30,IN,20.75,73.36667,49028,
1.39.14.124,Mozilla/5.0 (iPhone; CPU iPhone OS 9_2_1 like Mac OS X) AppleWebKit/601.1.46 (KHTML, like Gecko) Version/9.0 Mobile/13D15 Safari/601.1,IN,18.5332,73.8626,49484,
1.39.14.149,Mozilla/5.0 (Linux; U; Android 4.4.2; en-US; SM-G7102 Build/KOT49H) AppleWebKit/534.30 (KHTML, like Gecko) Version/4.0 UCBrowser/10.10.5.809 U3/0.8.0 Mobile Safari/534.30,IN,18.5332,73.8626,4028,
1.39.20.105,Mozilla/5.0 (Linux; Android 5.1.1; SM-J700F Build/LMY48B) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/52.0.2743.98 Mobile Safari/537.36,IN,8.48333,76.91667,56862,
1.39.20.193,Mozilla/5.0 (Linux; Android 5.1.1; SM-J200G Build/LMY47X) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.93 Mobile Safari/537.36,IN,8.48333,76.91667,2311,
1.39.20.225,Mozilla/5.0 (iPhone; CPU iPhone OS 8_2 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) Version/8.0 Mobile/12D508 Safari/600.1.4,IN,8.48333,76.91667,53543,
1.39.20.86,Mozilla/5.0 (iPhone; CPU iPhone OS 9_3_3 like Mac OS X) AppleWebKit/601.1.46 (KHTML, like Gecko) Version/9.0 Mobile/13G34 Safari/601.1,IN,8.48333,76.91667,34140,
1.39.21.169,Mozilla/5.0 (Linux; Android 5.0; Micromax Q391 Build/LRX21M) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.81 Mobile Safari/537.36,IN,9.58333,76.51667,16111,
1.39.21.83,Mozilla/5.0 (Linux; Android 6.0; XT1068 Build/MPB24.65-34) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/52.0.2743.98 Mobile Safari/537.36,IN,9.58333,76.51667,31398,
1.39.24.136,Mozilla/5.0 (Linux; U; Android 4.4.2; en-us; SM-G350E Build/KOT49H) AppleWebKit/534.30 (KHTML, like Gecko) Version/4.0 UCBrowser/9.9.2.467 U3/0.8.0 Mobile Safari/534.30,IN,28.58,77.33,50178,
1.39.24.170,Mozilla/5.0 (Linux; U; Android 4.4.2; en-US; Micromax A096 Build/KOT49H) AppleWebKit/534.30 (KHTML, like Gecko) Version/4.0 UCBrowser/10.7.5.658 U3/0.8.0 Mobile Safari/534.30,IN,28.58,77.33,51640,
1.39.24.241,Mozilla/5.0 (Linux; Android 6.0.1; SAMSUNG SM-G928G Build/MMB29K) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/4.0 Chrome/44.0.2403.133 Mobile Safari/537.36,IN,28.58,77.33,49007,
1.39.24.43,Mozilla/5.0 (Linux; Android 5.0; ASUS_Z00AD Build/LRX21V) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/52.0.2743.98 Mobile Safari/537.36,IN,28.58,77.33,51484,
1.39.24.72,Mozilla/5.0 (Linux; Android 4.4.2; en-gb; SAMSUNG GT-I9192 Build/KOT49H) AppleWebKit/537.36 (KHTML, like Gecko) Version/1.5 Chrome/28.0.1500.94 Mobile Safari/537.36,IN,28.58,77.33,9517,
1.39.25.105,Mozilla/5.0 (Linux; Android 4.4.4; SM-G530H Build/KTU84P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.135 Mobile Safari/537.36,IN,28.98333,77.01667,29670,
1.39.25.10,Mozilla/5.0 (Linux; U; Android 4.4.2; en-us; Aqua_V5 Build/KOT49H) AppleWebKit/534.30 (KHTML, like Gecko) Version/4.0 Mobile Safari/534.30,IN,28.98333,77.01667,39884,
1.39.25.191,Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/53.0.2785.116 Safari/537.36,IN,28.98333,77.01667,27570,
1.39.25.244,Mozilla/5.0 (iPhone; CPU iPhone OS 10_0 like Mac OS X) AppleWebKit/602.1.50 (KHTML, like Gecko) Version/10.0 Mobile/14A5346a Safari/602.1,IN,28.98333,77.01667,6421,
1.39.25.40,Mozilla/5.0 (Linux; Android 6.0.1; SAMSUNG SM-G925I Build/MMB29K) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/4.0 Chrome/44.0.2403.133 Mobile Safari/537.36,IN,28.98333,77.01667,24918,
1.39.26.137,Mozilla/5.0 (Linux; U; Android 5.1; en-US; M5_lite Build/LMY47D) AppleWebKit/534.30 (KHTML, like Gecko) Version/4.0 UCBrowser/11.0.5.850 U3/0.8.0 Mobile Safari/534.30,IN,30.79722,76.91722,37721,
1.39.26.141,Mozilla/5.0 (Linux; Android 6.0.1; Redmi 3S Build/MMB29M) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/46.0.2490.76 Mobile Safari/537.36,IN,30.79722,76.91722,27144,
1.39.26.201,Mozilla/5.0 (Linux; U; Android 5.0; en-US; Micromax AQ5001 Build/LRX21M) AppleWebKit/534.30 (KHTML, like Gecko) Version/4.0 UCBrowser/10.10.5.809 U3/0.8.0 Mobile Safari/534.30,IN,30.79722,76.91722,32751,
1.39.26.209,Mozilla/5.0 (Linux; U; Android 4.4.2; en-US; attitude 4.0 Build/KOT49H) AppleWebKit/534.30 (KHTML, like Gecko) Version/4.0 UCBrowser/10.9.8.770 U3/0.8.0 Mobile Safari/534.30,IN,30.79722,76.91722,8975,
1.39.26.20,Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/52.0.2743.116 Safari/537.36,IN,30.79722,76.91722,4828,
1.39.26.32,Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/53.0.2785.101 Safari/537.36,IN,30.79722,76.91722,40184,
1.39.26.55,Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/53.0.2785.101 Safari/537.36,IN,30.79722,76.91722,898,
1.39.27.105,Mozilla/5.0 (Linux; Android 5.1.1; SAMSUNG SM-A800I Build/LMY47X) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/3.5 Chrome/38.0.2125.102 Mobile Safari/537.36,IN,28.66667,77.21667,14257,
1.39.27.140,Mozilla/5.0 (MeeGo; NokiaN9) AppleWebKit/534.13 (KHTML, like Gecko) NokiaBrowser/8.5.0 Mobile Safari/534.13,IN,28.66667,77.21667,41450,
1.39.27.164,Mozilla/5.0 (Linux; U; Android 4.0.4; en-us; GT-N7000 Build/IMM76D) AppleWebKit/534.30 (KHTML, like Gecko) Version/4.0 Mobile Safari/534.30,IN,28.66667,77.21667,44742,
1.39.27.165,Mozilla/5.0 (iPhone; CPU iPhone OS 9_3_5 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) GSA/18.1.132077863 Mobile/13G36 Safari/600.1.4,IN,28.66667,77.21667,11965,
1.39.27.18,Mozilla/5.0 (Linux; Android 4.2.2; Micromax A102 Build/MicromaxA102) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.59 Mobile Safari/537.36,IN,28.66667,77.21667,32751,
1.39.36.16,Mozilla/5.0 (Linux; U; Android 5.1; en-US; Micromax D304 Build/LMY47I) AppleWebKit/534.30 (KHTML, like Gecko) Version/4.0 UCBrowser/10.4.1.565 U3/0.8.0 Mobile Safari/534.30,IN,22.56972,88.36972,18452,
1.39.37.140,Mozilla/5.0 (Windows NT 6.1; rv:30.0) Gecko/20100101 Firefox/30.0,IN,25.85,87.85,13883,
1.39.37.161,Mozilla/5.0 (Linux; U; Android 5.1.1; en-US; SM-J200G Build/LMY47X) AppleWebKit/534.30 (KHTML, like Gecko) Version/4.0 UCBrowser/10.7.0.636 U3/0.8.0 Mobile Safari/534.30,IN,25.85,87.85,17057,
1.39.37.232,Mozilla/5.0 (Linux; U; Android 4.4.2;  zh-cn; AquaSense5.0; Android/4.4.2; Release/08.15.2015)  AppleWebKit/534.30 (KHTML, like Gecko) Mobile Safari/534.30,IN,25.85,87.85,8078,
1.39.37.93,Mozilla/5.0 (Linux; U; Android 5.1.1; en-US; SM-G531F Build/LMY48B) AppleWebKit/534.30 (KHTML, like Gecko) Version/4.0 UCBrowser/10.4.1.565 U3/0.8.0 Mobile Safari/534.30,IN,25.85,87.85,405,
1.39.38.235,Mozilla/5.0 (Windows NT 6.3; WOW64; rv:43.0) Gecko/20100101 Firefox/43.0,IN,24.1,88.25,36580,
1.39.38.243,Opera/9.80 (Android 4.4.4; Linux; Opera Mobi/ADR-1411061201) Presto/2.11.355 Version/12.10,IN,24.1,88.25,20326,
1.39.38.254,Mozilla/5.0 (Linux; Android 5.1.1; C6902 Build/14.6.A.1.236) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/52.0.2743.98 Mobile Safari/537.36,IN,24.1,88.25,7751,
1.39.38.254,Mozilla/5.0 (Linux; U; Android 5.1; en-US; Micromax E313 Build/LMY47I) AppleWebKit/534.30 (KHTML, like Gecko) Version/4.0 UCBrowser/10.10.5.809 U3/0.8.0 Mobile Safari/534.30,IN,24.1,88.25,34660,
1.39.38.6,Mozilla/5.0 (Linux; U; Android 5.1.1; en-US; MotoG3 Build/LPI23.72-65) AppleWebKit/534.30 (KHTML, like Gecko) Version/4.0 UCBrowser/10.9.0.731 U3/0.8.0 Mobile Safari/534.30,IN,24.1,88.25,8737,
1.39.39.167,Mozilla/5.0 (Linux; U; Android 5.1.1; en-US; ASUS_X014D Build/LMY47V) AppleWebKit/534.30 (KHTML, like Gecko) Version/4.0 UCBrowser/10.8.5.725 U3/0.8.0 Mobile Safari/534.30,IN,22.56972,88.36972,9201,
1.39.39.212,Opera/9.80 (Android 4.4.4; Linux; Opera Mobi/ADR-1411061201) Presto/2.11.355 Version/12.10,IN,22.56972,88.36972,48259,
1.39.39.2,Mozilla/5.0 (Linux; U; Android 4.4.2; en-US; Micromax A311 Build/KOT49H) AppleWebKit/534.30 (KHTML, like Gecko) Version/4.0 UCBrowser/10.10.8.820 U3/0.8.0 Mobile Safari/534.30,IN,22.56972,88.36972,41313,
1.39.39.71,Mozilla/5.0 (Linux; U; Android 5.1.1; en-US; SM-G531F Build/LMY48B) AppleWebKit/534.30 (KHTML, like Gecko) Version/4.0 UCBrowser/10.7.8.675 U3/0.8.0 Mobile Safari/534.30,IN,22.56972,88.36972,28887,
1.39.40.114,Mozilla/5.0 (Linux; U; Android 4.4.2; en-US; Micromax A104 Build/KOT49H) AppleWebKit/534.30 (KHTML, like Gecko) Version/4.0 UCBrowser/11.0.0.828 U3/0.8.0 Mobile Safari/534.30,IN,28.46667,77.03333,48917,
1.39.40.33,Mozilla/5.0 (iPhone; CPU iPhone OS 9_2_1 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) GSA/17.0.128207670 Mobile/13D15 Safari/600.1.4,IN,28.46667,77.03333,57323,
